	M	D	1	3	3	3.0	5	1	5	5	5.0	4	1	4	4	4.0
	M	D	1	3	3	3.0	6	1	6	6	6.0	6	1	6	6	6.0
	M	D	1	4	4	4.0	5	1	5	5	5.0	5	1	5	5	5.0
	M	D	1	6	6	6.0	1	1	1	1	1.0	1	1	1	1	1.0
	M	D	1	6	6	6.0	2	1	2	2	2.0	5	1	5	5	5.0
	M	D	1	6	6	6.0	4	1	4	4	4.0	3	1	3	3	3.0
	M	D	1	6	6	6.0	4	1	4	4	4.0	4	1	4	4	4.0
	M	M	1	0	0	0.0	0	1	0	0	0.0	2	1	2	2	2.0
	M	M	1	0	0	0.0	1	1	1	1	1.0	6	1	6	6	6.0
	M	M	1	0	0	0.0	2	1	2	2	2.0	0	1	0	0	0.0
	M	M	1	0	0	0.0	6	1	6	6	6.0	1	1	1	1	1.0
	M	M	1	0	0	0.0	6	1	6	6	6.0	2	1	2	2	2.0
	M	M	1	1	1	1.0	1	1	1	1	1.0	6	1	6	6	6.0
